"","Order","Family","Species","Occurrence","FishBase name","Name","Use","Use elsewhere","Country"
"3440","Gadiformes","Lotidae","Lota lota","native","Burbot","Evropeyski nalim","commercial","commercial","Russian Federation"
"3539","Osmeriformes","Osmeridae","Mallotus villosus","native","Capelin","Moiva","highly commercial","highly commercial","Russian Federation"
"3637","Gadiformes","Gadidae","Melanogrammus aeglefinus","native","Haddock","Piksha","commercial","highly commercial","Russian Federation"
"3737","Gadiformes","Gadidae","Micromesistius poutassou","native","Blue whiting","Putassu","highly commercial","highly commercial","Russian Federation"
"3837","Mugiliformes","Mugilidae","Mugil soiuy","native","So-iuy mullet","Haarder","highly commercial","highly commercial","Russian Federation"
"3935","Cypriniformes","Cyprinidae","Mylopharyngodon piceus","native","Black carp","Tschernyi Amur","subsistence fisheries","highly commercial","Russian Federation"
"4030","Perciformes","Gobiidae","Neogobius melanostomus","native","Round goby","Bychok-kruglyak","commercial","commercial","Russian Federation"
"41100","Salmoniformes","Salmonidae","Oncorhynchus gorbuscha","native","Pink salmon","Kraska-balyk","commercial","highly commercial","Russian Federation"
"4235","Salmoniformes","Salmonidae","Oncorhynchus keta","native","Chum salmon","Haiko","commercial","highly commercial","Russian Federation"
"4334","Salmoniformes","Salmonidae","Oncorhynchus kisutch","native","Coho salmon","Belaya ryba","minor commercial","highly commercial","Russian Federation"
"4433","Salmoniformes","Salmonidae","Oncorhynchus nerka","native","Sockeye salmon","Karlikovaya nerka","commercial","highly commercial","Russian Federation"
"4530","Salmoniformes","Salmonidae","Oncorhynchus tshawytscha","native","Chinook salmon","Chavycha","minor commercial","highly commercial","Russian Federation"
"4630","Osmeriformes","Osmeridae","Osmerus eperlanus","native","European smelt","Koryushka obyknovennaya","minor commercial","commercial","Russian Federation"
"4730","Osmeriformes","Osmeridae","Osmerus mordax mordax","native","Rainbow smelt","Rainbow smelt","minor commercial","commercial","Russian Federation"
"4830","Cypriniformes","Cyprinidae","Pelecus cultratus","native","Sichel","Chekhon","minor commercial","minor commercial","Russian Federation"
"4930","Perciformes","Percidae","Perca fluviatilis","native","European perch","Obyknovennyi okun'","minor commercial","highly commercial","Russian Federation"
"5028","Scorpaeniformes","Hexagrammidae","Pleurogrammus azonus","native","Okhotsk atka mackerel","Yuzhnyi odnoperyi terpug","commercial","highly commercial","Russian Federation"
"5188","Pleuronectiformes","Pleuronectidae","Pleuronectes platessa","native","European plaice","Morskaja kambala","minor commercial","highly commercial","Russian Federation"
"5234","Gadiformes","Gadidae","Pollachius virens","native","Saithe","Saida","minor commercial","highly commercial","Russian Federation"
"5330","Salmoniformes","Salmonidae","Prosopium cylindraceum","native","Round whitefish","Valek","commercial","minor commercial","Russian Federation"
"5430","Gasterosteiformes","Gasterosteidae","Pungitius pungitius","native","Ninespine stickleback","Devyatiiglaya kolyushka","subsistence fisheries","subsistence fisheries","Russian Federation"
"5529","Pleuronectiformes","Pleuronectidae","Reinhardtius hippoglossoides","native","Greenland halibut","Chjornij paltus","commercial","highly commercial","Russian Federation"
"5628","Salmoniformes","Salmonidae","Salvelinus alpinus alpinus","native","Arctic char","Arkticheskiy golets","commercial","minor commercial","Russian Federation"
"5728","Salmoniformes","Salmonidae","Salvelinus malma malma","native","Dolly varden","Belyi golets","commercial","commercial","Russian Federation"
"5828","Perciformes","Percidae","Sander lucioperca","native","Pike-perch","Sudak","commercial","commercial","Russian Federation"
"5928","Clupeiformes","Clupeidae","Sardina pilchardus","native","European pilchard","Evropeiskaya sardina","highly commercial","highly commercial","Russian Federation"
"6026","Clupeiformes","Clupeidae","Sardinops sagax","native","South American pilchard","Ivasi","commercial","highly commercial","Russian Federation"
"6183","Perciformes","Scombridae","Scomber japonicus","native","Chub mackerel","Atlanticheskaya skumbriya","commercial","highly commercial","Russian Federation"
"6230","Perciformes","Scombridae","Scomber scombrus","native","Atlantic mackerel","Atlanticheskaya skumbriya","commercial","highly commercial","Russian Federation"
"6330","Scorpaeniformes","Sebastidae","Sebastes alutus","native","Pacific ocean perch","тихоокеанский","minor commercial","highly commercial","Russian Federation"
"6429","Siluriformes","Siluridae","Silurus glanis","native","Wels catfish","Obyknovennyi","commercial","commercial","Russian Federation"
"6527","Clupeiformes","Clupeidae","Sprattus sprattus","native","European sprat","Baltiiskya kil'ka","commercial","highly commercial","Russian Federation"
"6627","Salmoniformes","Salmonidae","Stenodus leucichthys","native","Sheefish","Beloribitsa","commercial","minor commercial","Russian Federation"
"6727","Gadiformes","Gadidae","Theragra chalcogramma","native","Alaska pollock","Mintai","highly commercial","highly commercial","Russian Federation"
"6827","Cypriniformes","Cyprinidae","Tinca tinca","native","Tench","Lin'","minor commercial","commercial","Russian Federation"
"6926","Perciformes","Carangidae","Trachurus trachurus","native","Atlantic horse mackerel","Stavrida","minor commercial","highly commercial","Russian Federation"
"7025","Cypriniformes","Cyprinidae","Tribolodon brandtii","native","Pacific redfin","мелкочешуйная красноперка-угай","commercial","commercial","Russian Federation"
"2398","Perciformes","Cichlidae","Oreochromis macrochir","introduced","Longfin tilapia","Igihwati","commercial","commercial","Rwanda"
"2399","Tetraodontiformes","Balistidae","Abalistes stellaris","native","Starry triggerfish","","commercial","commercial","Ryukyu Islands"
"3275","Carcharhiniformes","Scyliorhinidae","Apristurus japonicus","native","Japanese catshark","","minor commercial","minor commercial","Ryukyu Islands"
"4204","Atheriniformes","Atherinidae","Atherinomorus lacunosus","native","Hardyhead silverside","","minor commercial","commercial","Ryukyu Islands"
"5189","Perciformes","Carangidae","Carangoides bajad","native","Orangespotted trevally","","commercial","commercial","Ryukyu Islands"
"6184","Perciformes","Serranidae","Cephalopholis aurantia","native","Golden hind","","commercial","minor commercial","Ryukyu Islands"
"7166","Perciformes","Serranidae","Epinephelus malabaricus","native","Malabar grouper","","commercial","highly commercial","Ryukyu Islands"
"8148","Anguilliformes","Muraenidae","Gymnothorax javanicus","native","Giant moray","","commercial","subsistence fisheries","Ryukyu Islands"
"9147","Perciformes","Lethrinidae","Lethrinus ornatus","native","Ornate emperor","","minor commercial","minor commercial","Ryukyu Islands"
"10145","Perciformes","Lethrinidae","Lethrinus semicinctus","native","Black blotch emperor","","minor commercial","minor commercial","Ryukyu Islands"
"11135","Perciformes","Lethrinidae","Lethrinus variegatus","native","Slender emperor","","minor commercial","minor commercial","Ryukyu Islands"
"12131","Perciformes","Serranidae","Saloptia powelli","native","Golden grouper","","commercial","highly commercial","Ryukyu Islands"
"13127","Perciformes","Sillaginidae","Sillago aeolus","native","Oriental sillago","","minor commercial","minor commercial","Ryukyu Islands"
"14123","Perciformes","Gempylidae","Thyrsitoides marleyi","native","Black snoek","","minor commercial","minor commercial","Ryukyu Islands"
"15106","Gadiformes","Macrouridae","Ventrifossa garmani","native","Sagami grenadier","","minor commercial","minor commercial","Ryukyu Islands"
"2400","Perciformes","Serranidae","Epinephelus adscensionis","native","Rock hind","Jack","highly commercial","highly commercial","Saint Helena"
"3276","Perciformes","Scombridae","Katsuwonus pelamis","native","Skipjack tuna","Bonito","commercial","highly commercial","Saint Helena"
"2406","Beloniformes","Exocoetidae","Hirundichthys affinis","native","Fourwing flyingfish","","commercial","commercial","Saint Lucia"
"2407","Perciformes","Scombridae","Acanthocybium solandri","native","Wahoo","Paala","commercial","commercial","Samoa"
"3277","Perciformes","Scombridae","Katsuwonus pelamis","native","Skipjack tuna","Faolua","minor commercial","highly commercial","Samoa"
"2408","Carcharhiniformes","Leptochariidae","Leptocharias smithii","native","Barbeled houndshark","","minor commercial","minor commercial","Sao Tome and Principe"
"2409","Perciformes","Lethrinidae","Lethrinus borbonicus","native","Snubnose emperor","","minor commercial","minor commercial","Saudi Arabia"
"3278","Perciformes","Lethrinidae","Lethrinus mahsena","native","Sky emperor","Shaoor","commercial","highly commercial","Saudi Arabia"
"4205","Perciformes","Lethrinidae","Lethrinus variegatus","native","Slender emperor","","minor commercial","minor commercial","Saudi Arabia"
"5190","Perciformes","Cichlidae","Oreochromis niloticus niloticus","introduced","Nile tilapia","","minor commercial","highly commercial","Saudi Arabia"
"6185","Pleuronectiformes","Paralichthyidae","Pseudorhombus malayanus","native","Malayan flounder","","commercial","commercial","Saudi Arabia"
"7167","Perciformes","Scombridae","Rastrelliger kanagurta","native","Indian mackerel","Baagha","minor commercial","highly commercial","Saudi Arabia"
"2469","Lamniformes","Cetorhinidae","Cetorhinus maximus","native","Basking shark","","minor commercial","commercial","Scotland (UK)"
"2470","Perciformes","Haemulidae","Brachydeuterus auritus","native","Bigeye grunt","Feyur","minor commercial","highly commercial","Senegal"
"3279","Perciformes","Carangidae","Caranx rhonchus","native","False scad","","commercial","commercial","Senegal"
"4206","Perciformes","Serranidae","Cephalopholis taeniops","native","Bluespotted seabass","Keel","commercial","minor commercial","Senegal"
"5193","Perciformes","Carangidae","Chloroscombrus chrysurus","native","Atlantic bumper","Lana-lana","minor commercial","commercial","Senegal"
"6186","Perciformes","Drepaneidae","Drepane africana","native","African sicklefish","Tawet","minor commercial","minor commercial","Senegal"
"7168","Clupeiformes","Clupeidae","Ethmalosa fimbriata","native","Bonga shad","Ethmalose","commercial","highly commercial","Senegal"
"8149","Perciformes","Scombridae","Euthynnus alletteratus","native","Little tunny","Thonine","minor commercial","commercial","Senegal"
"9148","Perciformes","Polynemidae","Galeoides decadactylus","native","Lesser African threadfin","Cekéém","minor commercial","commercial","Senegal"
"10146","Carcharhiniformes","Leptochariidae","Leptocharias smithii","native","Barbeled houndshark","","minor commercial","minor commercial","Senegal"
"11136","Perciformes","Carangidae","Lichia amia","native","Leerfish","Walaas","minor commercial","commercial","Senegal"
"12132","Perciformes","Pomatomidae","Pomatomus saltatrix","native","Bluefish","Ngal-ngal","minor commercial","highly commercial","Senegal"
"13128","Clupeiformes","Clupeidae","Sardinella aurita","native","Round sardinella","Yabóy mërëg","highly commercial","highly commercial","Senegal"
"14124","Clupeiformes","Clupeidae","Sardinella maderensis","native","Madeiran sardinella","Yabóy tas","highly commercial","highly commercial","Senegal"
"15107","Perciformes","Scombridae","Scomberomorus tritor","native","West African Spanish mackerel","Maquereau-bonite","minor commercial","commercial","Senegal"
"2476","Salmoniformes","Salmonidae","Hucho hucho","native","Huchen","Mladica","minor commercial","commercial","Serbia"
"2477","Carcharhiniformes","Carcharhinidae","Carcharhinus amblyrhynchos","native","Blacktail reef shark","Requin bar","minor commercial","minor commercial","Seychelles"
"3280","Perciformes","Lethrinidae","Gymnocranius griseus","questionable","Grey large-eye bream","","commercial","commercial","Seychelles"
"4207","Perciformes","Scombridae","Katsuwonus pelamis","native","Skipjack tuna","Ton rayé","minor commercial","highly commercial","Seychelles"
"5194","Perciformes","Lethrinidae","Lethrinus borbonicus","native","Snubnose emperor","","minor commercial","minor commercial","Seychelles"
"6187","Perciformes","Lethrinidae","Lethrinus mahsena","native","Sky emperor","Lascar","commercial","highly commercial","Seychelles"
"7169","Perciformes","Lethrinidae","Lethrinus variegatus","native","Slender emperor","Barrois kaya","minor commercial","minor commercial","Seychelles"
"8150","Perciformes","Lutjanidae","Lutjanus argentimaculatus","native","Mangrove red snapper","Carpe","minor commercial","commercial","Seychelles"
